filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"Thirdly, while we would like to place our faith in talks with the Russian Federation, the European Union and Ukraine, it is hard to reconcile the behaviour of the Russian Federation, the propaganda of the Russian Federation and the military actions of the Russian Federation - which range from the massing of 40,000 troops on the border to the subversive activities inside Ukraine - with their appeal for diplomacy and de-escalation.","['Thirdly', ',', 'while', 'we', 'would', 'like', 'to', 'place', 'our', 'faith', 'in', 'talks', 'with', 'the', 'Russian', 'Federation', ',', 'the', 'European', 'Union', 'and', 'Ukraine', ',', 'it', 'is', 'hard', 'to', 'reconcile', 'the', 'behaviour', 'of', 'the', 'Russian', 'Federation', ',', 'the', 'propaganda', 'of', 'the', 'Russian', 'Federation', 'and', 'the', 'military', 'actions', 'of', 'the', 'Russian', 'Federation', '-', 'which', 'range', 'from', 'the', 'massing', 'of', '40,000', 'troops', 'on', 'the', 'border', 'to', 'the', 'subversive', 'activities', 'inside', 'Ukraine', '-', 'with', 'their', 'appeal', 'for', 'diplomacy', 'and', 'de-escalation', '.']",646,1079,"it is hard to reconcile the behaviour of the Russian Federation, the propaganda of the Russian Federation and the military actions of the Russian Federation - which range from the massing of 40,000 troops on the border to the subversive activities inside Ukraine - with their appeal for diplomacy and de-escalation",Russia,judgement,negative,"(764, 1078)",Russian Federation,Country as a political actor (Russia),explicit,489,536.0,489,514.0,"[536, [489, 'it is hard to reconcile the behaviour of the Russian Federation, the propaganda of the Russian Federation and the military actions of the Russian Federation - which range from the massing of 40,000 troops on the border to the subversive activities inside Ukraine - with their appeal for diplomacy and de-escalation'], [514, 'Russian Federation']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"Thirdly, while we would like to place our faith in talks with the Russian Federation, the European Union and Ukraine, it is hard to reconcile the behaviour of the Russian Federation, the propaganda of the Russian Federation and the military actions of the Russian Federation - which range from the massing of 40,000 troops on the border to the subversive activities inside Ukraine - with their appeal for diplomacy and de-escalation.","['Thirdly', ',', 'while', 'we', 'would', 'like', 'to', 'place', 'our', 'faith', 'in', 'talks', 'with', 'the', 'Russian', 'Federation', ',', 'the', 'European', 'Union', 'and', 'Ukraine', ',', 'it', 'is', 'hard', 'to', 'reconcile', 'the', 'behaviour', 'of', 'the', 'Russian', 'Federation', ',', 'the', 'propaganda', 'of', 'the', 'Russian', 'Federation', 'and', 'the', 'military', 'actions', 'of', 'the', 'Russian', 'Federation', '-', 'which', 'range', 'from', 'the', 'massing', 'of', '40,000', 'troops', 'on', 'the', 'border', 'to', 'the', 'subversive', 'activities', 'inside', 'Ukraine', '-', 'with', 'their', 'appeal', 'for', 'diplomacy', 'and', 'de-escalation', '.']",646,1079,while we would like,Other,affect,negative,"(655, 674)",to place our faith in talks with the Russian Federation,Agreements and solutions,explicit,490,534.0,490,512.0,"[534, [490, 'while we would like'], [512, 'to place our faith in talks with the Russian Federation']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,It is an appeal that we wish were in fact sincere.,"['It', 'is', 'an', 'appeal', 'that', 'we', 'wish', 'were', 'in', 'fact', 'sincere', '.']",1080,1130,we wish,Russia,affect,positive,"(1101, 1108)",were in fact sincere.,Agreements and solutions,explicit,491,533.0,491,511.0,"[533, [491, 'we wish'], [511, 'were in fact sincere.']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,It is an appeal that we wish were in fact sincere.,"['It', 'is', 'an', 'appeal', 'that', 'we', 'wish', 'were', 'in', 'fact', 'sincere', '.']",1080,1130,were in fact sincere,Other,appreciation,positive,"(1109, 1129)",appeal,"Meetings, reports, and debates",explicit,492,532.0,492,510.0,"[532, [492, 'were in fact sincere'], [510, 'appeal']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"They are professional forces carrying weapons - Russian-made weapons, as it happens - and carrying out sophisticated, coordinated military operations across a substantial number of eastern Ukrainian cities.","['They', 'are', 'professional', 'forces', 'carrying', 'weapons', '-', 'Russian-made', 'weapons', ',', 'as', 'it', 'happens', '-', 'and', 'carrying', 'out', 'sophisticated', ',', 'coordinated', 'military', 'operations', 'across', 'a', 'substantial', 'number', 'of', 'eastern', 'Ukrainian', 'cities', '.']",1515,1721,professional forces carrying weapons,Russia,judgement,negative,"(1524, 1560)",They,Individuals or groups,explicit,493,537.0,493,515.0,"[537, [493, 'professional forces carrying weapons'], [515, 'They']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"They are professional forces carrying weapons - Russian-made weapons, as it happens - and carrying out sophisticated, coordinated military operations across a substantial number of eastern Ukrainian cities.","['They', 'are', 'professional', 'forces', 'carrying', 'weapons', '-', 'Russian-made', 'weapons', ',', 'as', 'it', 'happens', '-', 'and', 'carrying', 'out', 'sophisticated', ',', 'coordinated', 'military', 'operations', 'across', 'a', 'substantial', 'number', 'of', 'eastern', 'Ukrainian', 'cities', '.']",1515,1721,"and carrying out sophisticated, coordinated military operations",Russia,judgement,negative,"(1601, 1664)",They,Individuals or groups,explicit,494,539.0,494,515.0,"[539, [494, 'and carrying out sophisticated, coordinated military operations'], [515, 'They']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"They are professional forces carrying weapons - Russian-made weapons, as it happens - and carrying out sophisticated, coordinated military operations across a substantial number of eastern Ukrainian cities.","['They', 'are', 'professional', 'forces', 'carrying', 'weapons', '-', 'Russian-made', 'weapons', ',', 'as', 'it', 'happens', '-', 'and', 'carrying', 'out', 'sophisticated', ',', 'coordinated', 'military', 'operations', 'across', 'a', 'substantial', 'number', 'of', 'eastern', 'Ukrainian', 'cities', '.']",1515,1721,Russian-made weapons,Russia,judgement,negative,"(1563, 1583)",Russian,Other political actors,explicit,495,538.0,495,516.0,"[538, [495, 'Russian-made weapons'], [516, 'Russian']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,They are military operations.,"['They', 'are', 'military', 'operations', '.']",1774,1803,military operations,Russia,judgement,negative,"(1783, 1802)",They,Individuals or groups,explicit,496,540.0,496,517.0,"[540, [496, 'military operations'], [517, 'They']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"Finally, the credibility of the Russian Federation has been gravely undermined.","['Finally', ',', 'the', 'credibility', 'of', 'the', 'Russian', 'Federation', 'has', 'been', 'gravely', 'undermined', '.']",1805,1884,credibility of the Russian Federation has been gravely undermined,Russia,judgement,negative,"(1818, 1883)",Russian Federation,Country as a political actor (Russia),explicit,497,541.0,497,518.0,"[541, [497, 'credibility of the Russian Federation has been gravely undermined'], [518, 'Russian Federation']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"That said, we remain eager and willing to talk about how to de-escalate the situation.","['That', 'said', ',', 'we', 'remain', 'eager', 'and', 'willing', 'to', 'talk', 'about', 'how', 'to', 'de-escalate', 'the', 'situation', '.']",1885,1971,we remain eager and willing,Other,affect,positive,"(1896, 1923)",to talk about,Agreements and solutions,explicit,498,542.0,498,519.0,"[542, [498, 'we remain eager and willing'], [519, 'to talk about']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"That said, we remain eager and willing to talk about how to de-escalate the situation.","['That', 'said', ',', 'we', 'remain', 'eager', 'and', 'willing', 'to', 'talk', 'about', 'how', 'to', 'de-escalate', 'the', 'situation', '.']",1885,1971,to de-escalate the situation,Other,appreciation,negative,"(1942, 1970)",situation.,Situation in Ukraine ,explicit,499,543.0,499,520.0,"[543, [499, 'to de-escalate the situation'], [520, 'situation.']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"That will require that the Russian Federation pull back its forces, which are ominously stationed and massed at the eastern Ukrainian border.","['That', 'will', 'require', 'that', 'the', 'Russian', 'Federation', 'pull', 'back', 'its', 'forces', ',', 'which', 'are', 'ominously', 'stationed', 'and', 'massed', 'at', 'the', 'eastern', 'Ukrainian', 'border', '.']",1972,2113,ominously stationed and massed,Russia,judgement,negative,"(2050, 2080)",Russian Federation,Country as a political actor (Russia),explicit,500,544.0,500,521.0,"[544, [500, 'ominously stationed and massed'], [521, 'Russian Federation']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,It will require that the Russian Federation work to de-escalate the situation in the light of the armed takeover of those buildings.,"['It', 'will', 'require', 'that', 'the', 'Russian', 'Federation', 'work', 'to', 'de-escalate', 'the', 'situation', 'in', 'the', 'light', 'of', 'the', 'armed', 'takeover', 'of', 'those', 'buildings', '.']",2114,2246,armed takeover,Russia,judgement,negative,"(2212, 2226)",Russian Federation,Country as a political actor (Russia),explicit,501,546.0,501,523.0,"[546, [501, 'armed takeover'], [523, 'Russian Federation']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,It will require that the Russian Federation work to de-escalate the situation in the light of the armed takeover of those buildings.,"['It', 'will', 'require', 'that', 'the', 'Russian', 'Federation', 'work', 'to', 'de-escalate', 'the', 'situation', 'in', 'the', 'light', 'of', 'the', 'armed', 'takeover', 'of', 'those', 'buildings', '.']",2114,2246,de-escalate the situation,Other,appreciation,negative,"(2166, 2191)",situation,Situation in Ukraine ,explicit,502,545.0,502,522.0,"[545, [502, 'de-escalate the situation'], [522, 'situation']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"Our consistent statements have made clear that military force is not the answer, and we have commended   the Ukrainians, frankly, for enduring more than probably any country in the United Nations could or would endure without using force.","['It', 'will', 'require', 'that', 'the', 'Russian', 'Federation', 'work', 'to', 'de-escalate', 'the', 'situation', 'in', 'the', 'light', 'of', 'the', 'armed', 'takeover', 'of', 'those', 'buildings', '.']",2114,2246,we have commended,Ukraine,affect,positive,"(326, 343)","the Ukrainians, frankly, for enduring more than probably any country in the United Nations could or would endure without using force",Country as a political actor (Ukraine),explicit,507,530.0,507,508.0,"[530, [507, 'we have commended'], [508, 'the Ukrainians, frankly, for enduring more than probably any country in the United Nations could or would endure without using force']]"
UNSC_2014_SPV.7154_spch023_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7154_spch023,United States of America,23,spontaneous,"If, in fact, the Russian Federation is interested in peace and in upholding its role as an enforcer of international peace and security, then it will engage quickly and with a wholly different degree of conviction, urgency and truthfulness than it has up to this point.","['If', ',', 'in', 'fact', ',', 'the', 'Russian', 'Federation', 'is', 'interested', 'in', 'peace', 'and', 'in', 'upholding', 'its', 'role', 'as', 'an', 'enforcer', 'of', 'international', 'peace', 'and', 'security', ',', 'then', 'it', 'will', 'engage', 'quickly', 'and', 'with', 'a', 'wholly', 'different', 'degree', 'of', 'conviction', ',', 'urgency', 'and', 'truthfulness', 'than', 'it', 'has', 'up', 'to', 'this', 'point']",2247,2516,"interested in peace and in upholding its role as an enforcer of international peace and security, then it will engage quickly and with a wholly different degree of conviction, urgency and truthfulness than it has up to this point.",Russia,judgement,negative,"(2286, 2516)",the Russian Federatio,Country as a political actor (Russia),explicit,525,547.0,525,524.0,"[547, [525, 'interested in peace and in upholding its role as an enforcer of international peace and security, then it will engage quickly and with a wholly different degree of conviction, urgency and truthfulness than it has up to this point.'], [524, 'the Russian Federatio']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,We are deeply shocked by yesterday's downing of a Malaysia Airlines Boeing 777 in eastern Ukraine.,"['We', 'are', 'deeply', 'shocked', 'by', ""yesterday's"", 'downing', 'of', 'a', 'Malaysia', 'Airlines', 'Boeing', '777', 'in', 'eastern', 'Ukraine', '.']",0,98,We are deeply shocked,Other,affect,negative,"(0, 21)",by yesterday's downing of a Malaysia Airlines Boeing 777 in eastern Ukraine.,Airplane accident,explicit,935,1016.0,935,964.0,"[1016, [935, 'We are deeply shocked'], [964, ""by yesterday's downing of a Malaysia Airlines Boeing 777 in eastern Ukraine.""]]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"We express our sincere condolences to Malaysia, the Netherlands, Australia, Indonesia, the United Kingdom, Germany, Belgium, the Philippines, Canada and the other nations whose citizens were among the 298 people who perished.","['We', 'express', 'our', 'sincere', 'condolences', 'to', 'Malaysia', ',', 'the', 'Netherlands', ',', 'Australia', ',', 'Indonesia', ',', 'the', 'United', 'Kingdom', ',', 'Germany', ',', 'Belgium', ',', 'the', 'Philippines', ',', 'Canada', 'and', 'the', 'other', 'nations', 'whose', 'citizens', 'were', 'among', 'the', '298', 'people', 'who', 'perished', '.']",99,324,We express our sincere condolences to,Other,affect,positive,"(99, 136)","Malaysia, the Netherlands, Australia, Indonesia, the United Kingdom, Germany, Belgium, the Philippines, Canada and the other nations whose citizens were among the 298 people who perished.",Airplane accident,explicit,936,1017.0,936,965.0,"[1017, [936, 'We express our sincere condolences to'], [965, 'Malaysia, the Netherlands, Australia, Indonesia, the United Kingdom, Germany, Belgium, the Philippines, Canada and the other nations whose citizens were among the 298 people who perished.']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,Our deepest sympathies go to the families of the victims.,"['Our', 'deepest', 'sympathies', 'go', 'to', 'the', 'families', 'of', 'the', 'victims', '.']",325,382,Our deepest sympathies go to,Other,affect,positive,"(325, 353)",the families of the victims.,Airplane accident,explicit,937,1018.0,937,966.0,"[1018, [937, 'Our deepest sympathies go to'], [966, 'the families of the victims.']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,We are truly shocked by the number of victims among the civilian population in eastern Ukraine.,"['We', 'are', 'truly', 'shocked', 'by', 'the', 'number', 'of', 'victims', 'among', 'the', 'civilian', 'population', 'in', 'eastern', 'Ukraine', '.']",2223,2318,We are truly shocked,Other,affect,negative,"(2223, 2243)",by the number of victims among the civilian population in eastern Ukraine.,Airplane accident,explicit,938,1027.0,938,976.0,"[1027, [938, 'We are truly shocked'], [976, 'by the number of victims among the civilian population in eastern Ukraine.']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,We condemn the unlawful detention of Ukrainian citizens in Russia.,"['We', 'condemn', 'the', 'unlawful', 'detention', 'of', 'Ukrainian', 'citizens', 'in', 'Russia', '.']",4069,4135,We condemn the unlawful detention,Russia,affect,negative,"(4069, 4102)",of Ukrainian citizens in Russia.,Ukrainian citizens,explicit,939,1030.0,939,980.0,"[1030, [939, 'We condemn the unlawful detention'], [980, 'of Ukrainian citizens in Russia.']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written," They all point in one direction, namely, that this horrible crime was committed as part of the armed aggression against Ukraine.","['We', 'condemn', 'the', 'unlawful', 'detention', 'of', 'Ukrainian', 'citizens', 'in', 'Russia', '.']",4069,4135,horrible crime,Other,appreciation,negative,"(873, 887)",downing of a Malaysia Airlines Boeing 777,Airplane accident,explicit,940,1022.0,940,971.0,"[1022, [940, 'horrible crime'], [971, 'downing of a Malaysia Airlines Boeing 777']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written, The responsibility for that terror act lies with those who are aggressively preventing Ukraine from effectively exercising its sovereign rights over its territory and airspace.,"['We', 'condemn', 'the', 'unlawful', 'detention', 'of', 'Ukrainian', 'citizens', 'in', 'Russia', '.']",4069,4135,terror act,Other,appreciation,negative,"(979, 989)",by yesterday's downing of a Malaysia Airlines Boeing 777 in eastern Ukraine.,Airplane accident,explicit,941,1023.0,941,964.0,"[1023, [941, 'terror act'], [964, ""by yesterday's downing of a Malaysia Airlines Boeing 777 in eastern Ukraine.""]]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,The responsibility for that terror act lies with those who are aggressively preventing Ukraine from effectively exercising its sovereign rights over its territory and airspace.,"['We', 'condemn', 'the', 'unlawful', 'detention', 'of', 'Ukrainian', 'citizens', 'in', 'Russia', '.']",4069,4135,lies with those who are aggressively preventing Ukraine from effectively exercising its sovereign rights over its territory and airspace.,Other,judgement,negative,"(990, 1127)",those,Individuals or groups,explicit,942,1024.0,942,972.0,"[1024, [942, 'lies with those who are aggressively preventing Ukraine from effectively exercising its sovereign rights over its territory and airspace.'], [972, 'those']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,It would not have happened had Russia not armed and instigated the presence of separatist groups in Donetsk and Luhansk provinces.,"['We', 'condemn', 'the', 'unlawful', 'detention', 'of', 'Ukrainian', 'citizens', 'in', 'Russia', '.']",4069,4135,It would not have happened had Russia not armed and instigated the presence of separatist groups,Russia,judgement,negative,"(1128, 1224)",Russia,Country as a political actor (Russia),explicit,943,1021.0,943,970.0,"[1021, [943, 'It would not have happened had Russia not armed and instigated the presence of separatist groups'], [970, 'Russia']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Russian citizens , many of whom are veterans of the conflicts in Chechnya and Transdnistria, lead many of the terrorist groups .","['We', 'condemn', 'the', 'unlawful', 'detention', 'of', 'Ukrainian', 'citizens', 'in', 'Russia', '.']",4069,4135,terrorist groups,Other,judgement,negative,"(3643, 3659)",groups,Individuals or groups,explicit,944,1043.0,944,999.0,"[1043, [944, 'terrorist groups'], [999, 'groups']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,We remain appalled by the deteriorating human rights situation in Crimea.,"['We', 'remain', 'appalled', 'by', 'the', 'deteriorating', 'human', 'rights', 'situation', 'in', 'Crimea', '.']",4222,4295,We remain appalled,Other,affect,negative,"(4222, 4240)",by the deteriorating human rights situation in Crimea.,Situation in Ukraine ,explicit,945,1031.0,945,981.0,"[1031, [945, 'We remain appalled'], [981, 'by the deteriorating human rights situation in Crimea.']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,We remain appalled by the deteriorating human rights situation in Crimea.,"['We', 'remain', 'appalled', 'by', 'the', 'deteriorating', 'human', 'rights', 'situation', 'in', 'Crimea', '.']",4222,4295,deteriorating human rights situation,Other,appreciation,negative,"(4248, 4284)",situation,Situation in Ukraine ,explicit,946,1032.0,946,982.0,"[1032, [946, 'deteriorating human rights situation'], [982, 'situation']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,The circumstances are impossible to ignore .,"['We', 'remain', 'appalled', 'by', 'the', 'deteriorating', 'human', 'rights', 'situation', 'in', 'Crimea', '.']",4222,4295,are impossible to ignore,Other,appreciation,negative,"(796, 820)",circumstances,Airplane accident,explicit,947,1020.0,947,969.0,"[1020, [947, 'are impossible to ignore'], [969, 'circumstances']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,aggression,"['We', 'remain', 'appalled', 'by', 'the', 'deteriorating', 'human', 'rights', 'situation', 'in', 'Crimea', '.']",4222,4295,aggression,implicit,appreciation,negative,"(1323, 1333)",implicit,implicit,implicit,948,,948,,"[None, [948, 'aggression'], [None, 'None']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written, The carnage must end.,"['We', 'remain', 'appalled', 'by', 'the', 'deteriorating', 'human', 'rights', 'situation', 'in', 'Crimea', '.']",4222,4295,carnage,implicit,appreciation,negative,"(2521, 2528)",implicit,implicit,implicit,949,,949,,"[None, [949, 'carnage'], [None, 'None']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,The insurgents must lay down their weapons.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,insurgents,implicit,judgement,negative,"(4612, 4622)",implicit,implicit,implicit,950,,950,,"[None, [950, 'insurgents'], [None, 'None']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written, The debris of the Malaysian plane lies in an area controlled by pro-Russian separatists.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,pro-Russian separatists.,Other,judgement,negative,"(1529, 1553)",separatists,Individuals or groups,explicit,951,1035.0,951,988.0,"[1035, [951, 'pro-Russian separatists.'], [988, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written," This week alone, a Ukrainian AN-26 cargo plane and an Su-25 fighter jet were shot down by pro-Russian separatists from a high altitude.","['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,pro-Russian separatists,Other,judgement,negative,"(1644, 1667)",separatists,Individuals or groups,explicit,952,1036.0,952,989.0,"[1036, [952, 'pro-Russian separatists'], [989, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,An Il-76 transport plane and half a dozen helicopters were brought down by pro-Russian separatists at Luhansk airport and elsewhere.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,pro-Russian separatists,Other,judgement,negative,"(1835, 1858)",separatists,Individuals or groups,explicit,953,1037.0,953,990.0,"[1037, [953, 'pro-Russian separatists'], [990, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written, The debris of the Malaysian plane lies in an area controlled by pro-Russian separatists.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,separatists,Other,judgement,negative,"(1902, 1913)",separatists,Individuals or groups,explicit,954,1038.0,954,991.0,"[1038, [954, 'separatists'], [991, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,Separatist commander Igor Strelkov claimed to the media to have shot down another aircraft at the same time as the Malaysian Airlines flight was overflying the area.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,Separatist commander,Russia,judgement,negative,"(2056, 2076)",Igor Strelkov,Russian political actor,explicit,955,1025.0,955,973.0,"[1025, [955, 'Separatist commander'], [973, 'Igor Strelkov']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written," This week alone, a Ukrainian AN-26 cargo plane and an Su-25 fighter jet were shot down by pro-Russian separatists from a high altitude.","['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,separatists,Other,judgement,negative,"(3762, 3773)",separatists,Individuals or groups,explicit,956,1044.0,956,1000.0,"[1044, [956, 'separatists'], [1000, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,An Il-76 transport plane and half a dozen helicopters were brought down by pro-Russian separatists at Luhansk airport and elsewhere.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,separatists,Other,judgement,negative,"(3871, 3882)",separatists,Individuals or groups,explicit,957,1045.0,957,1001.0,"[1045, [957, 'separatists'], [1001, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"In June, separatists boasted of possessing an SA-11 Buk missile system.","['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,separatists,Other,judgement,negative,"(3984, 3995)",separatists,Individuals or groups,explicit,958,1047.0,958,1003.0,"[1047, [958, 'separatists'], [1003, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"In fact, the terrorists in Donbas hardly bothered to remove the markings of Russian military units from their heavy weapons.","['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,terrorists,implicit,judgement,negative,"(4562, 4572)",implicit,implicit,implicit,959,,959,,"[None, [959, 'terrorists'], [None, 'None']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written," The mouthpiece of the separatists , Life News, boasts of the agility of rebels to shoot down any plane in sight.","['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,separatists,Other,judgement,negative,"(4574, 4585)",separatists,Individuals or groups,explicit,960,1050.0,960,1007.0,"[1050, [960, 'separatists'], [1007, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written, The terrorists and separatists continue to take hostages.,"['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,terrorists,Other,judgement,negative,"(3218, 3228)",terrorists,Individuals or groups,explicit,961,1042.0,961,998.0,"[1042, [961, 'terrorists'], [998, 'terrorists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Lithuania urges Russia to unequivocally distance itself from any kind of direct or indirect support for terrorists, separatists and foreign fighters.","['The', 'insurgents', 'must', 'lay', 'down', 'their', 'weapons', '.']",4608,4651,terrorists,Other,judgement,negative,"(3856, 3866)",terrorists,Individuals or groups,explicit,962,1046.0,962,1002.0,"[1046, [962, 'terrorists'], [1002, 'terrorists']]"
